,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки
28,0.45429946845101643,0.2924945908180172,0.3865657753012566,0.4026222966193134,0.5524990795328011,0.39303167005772344,0.6034893122673511,0.5736055235924211,0.4356314666404551,0.20541641053050752,1.0,0.5055727647609242,0.32879541536629814
29,0.36790126135731677,0.5915271318681086,0.2370005515869666,0.7566982866486818,0.4535441253137793,0.7060992309423113,0.40140679899278187,0.43579794059659127,0.6001529394868159,0.6365451298048084,1.0,0.5055727647609242,0.493858232871278
30,0.3062127813384139,0.5022222424057317,0.5988337015778274,0.7566935632681338,0.3110851166958224,0.24981205524018057,0.3639376402381562,0.6437937173716883,0.49897888082338787,0.3199810486531465,1.0,0.5055727647609242,0.543377078122772
31,0.2643622270682098,0.2421454242141614,0.48340541426510236,0.29019166018624937,0.5008437720337209,0.7535551862014396,0.6487790815078603,0.356915357530768,0.6367179956172437,0.1943056598154131,1.0,0.5055727647609242,0.7084398956277518
32,0.5692057662513178,0.595871503067487,0.20406100103122246,0.20775275217080508,0.6487540851381413,0.3559149900122063,0.087770998766412,0.14599440988834678,0.5043889011046068,0.4629562686369901,1.0,0.6500221261211881,0.32879541536629814
33,0.5099388602750492,0.3445531700528601,0.714672115633315,0.6506030823273634,0.5729607843528193,0.634242600312712,0.2828221740227019,0.6209772398179694,0.44149329107546315,0.4422819452596914,1.0,0.6500221261211881,0.493858232871278
34,0.49612810499821447,0.261375957521329,0.6058227576442337,0.4876135942930077,0.7532705187623754,0.537147186891245,0.30606526325880984,0.4027165794869698,0.7514579012699636,0.41534349220665895,1.0,0.6500221261211881,0.543377078122772
35,0.5632391290154053,0.08976518946746559,0.45728023468541956,0.300820891319779,0.5847879627493089,0.4677663637081899,0.4311999156087476,0.2592367679122849,0.7916857231124863,0.6101929792403111,1.0,0.6500221261211881,0.7084398956277518
36,0.39645920886671887,0.33587472559514886,0.3194820557491376,0.14582358506038012,0.6333198276717118,0.6812549943173245,0.3425106725309791,0.5573706357232973,0.27784806789172073,0.5133097023413229,1.0,0.7222468068013201,0.32879541536629814
37,0.9380803953620847,0.5117624407215651,0.9501434999175068,0.6425175217613668,0.7319700520283627,0.5024200824747105,0.5177477689896284,0.4416786077315584,0.07830237850468208,0.6713034393861095,1.0,0.7222468068013201,0.493858232871278
38,0.4005695411045569,0.7898893826318671,0.5622643256721471,0.4964994935810569,0.5896088080939912,0.4270075882759756,0.2083915548972477,0.3892306194101205,0.6143229583880552,0.4014399740285412,1.0,0.7222468068013201,0.543377078122772
39,0.4458248020890049,0.772914389675031,0.9320277833355572,0.6412056892391131,0.5272164673083326,0.8334467833667525,0.5905085552396413,0.6928068238500065,0.5428140171369193,0.32450580237366183,1.0,0.7222468068013201,0.7084398956277518
40,0.5200697196867538,0.4887791047475707,0.27447199402428835,0.16700317450282193,0.5898758965031585,0.6408173268052104,0.47797401329461736,0.6088116115531457,0.6571920895910874,0.797022418926213,0.0,0.5674091202283437,0.614386505480317
41,0.4048269999441634,0.40571334251204494,0.638077030237718,0.23319780384233557,0.6668503098962331,0.4348359701473563,0.09643458945559938,0.08166945774587697,0.6651499109485333,0.5271916440777336,0.0,0.5345740484428153,0.0
42,0.44515498674246556,0.560158628542041,0.31635200759860044,0.2748533826619531,0.18999690051609774,0.20972021659704976,0.021058136852928767,0.26827466266240174,0.4085542805353221,0.808981538052987,0.0,0.48215610329421194,0.850778504144049
43,0.147355560097518,0.48242190250484196,0.5430715356017572,0.4455045209045187,0.2973800510886373,0.22085172543072673,0.6534027226075223,0.5093564275653208,0.4540740720894379,0.090558474867933,0.0,0.5435917153421274,0.18316008405005374
44,0.4957603562034406,0.6969999581988375,0.22991592546932804,0.3006343412716998,0.060706179962206175,0.2555497862611089,0.4213887804016002,0.2880262302487302,0.4252634794033571,0.7714074066395111,0.0,0.601320967621883,0.313038974875027
45,0.7794829958718139,0.3472898813547669,0.4966527176614084,0.7178381228132593,0.6483798249261976,0.44880224368024324,0.19535279343015668,0.6615257717619341,0.17861777146600682,0.595337522744767,0.0,0.5529673856730233,0.10713294660174927
46,0.37915818127349116,0.4757933904371532,0.6977647617373655,0.7610094384791719,0.2029157669775361,0.6384515689078727,0.4832180246793611,0.37858567780150887,0.8786342352150647,0.7757354379473578,0.0,0.7441268926531969,0.20061224963326613
47,0.16854116307102096,0.5302061926065056,0.8494734744487499,0.6331290832527194,0.46602878866581543,0.5135243853162641,0.12040227050866201,0.5839150316317157,0.5298144238955624,0.5331167008120681,0.0,0.6461863542709262,0.742848793040191
48,0.3378594765322068,0.5349318158638754,0.4884052961186438,0.3927376413894405,0.2823385659794697,0.12670949701632217,0.1469365944673684,0.6848062022735157,0.5031689376810242,0.7292828001559801,0.0,0.2705987926078109,0.5103277416318628
49,0.7455295251484597,0.5489227569569524,0.7552928698726984,0.5386833948485965,0.44694839046366486,0.6608671739327565,0.5666398761560845,0.32091182815330965,0.24031439081795297,0.4079326695107511,0.0,0.6568375125923963,0.2925080150064658
50,0.5248136401003681,0.5372739688954429,0.24270743549635082,0.5109481872798782,0.2842457006410224,0.732736299551668,0.2643892043316783,0.4827119154478354,0.32774087397543467,0.4619120012720746,0.0,0.45528798085374866,0.7439617231485984
51,0.7524462104768253,0.4176454347437,0.20917069168286156,0.5059192507800416,0.24025006882483524,0.5841567498002884,0.17213539468271558,0.46769245523501946,0.35988103308212577,0.5252652481382689,0.0,0.5242039756387148,0.38194292788909295
52,0.2796457540925121,0.4571132207944473,0.3754704159491707,0.5309947496477283,0.4074460591432152,0.27217892540942423,0.2948369021866955,0.0,0.49396202525861127,0.40276536903817545,0.0,0.47292669950650346,0.7780778615517796
53,0.16911977094646952,0.7190270232954603,0.5674388127024005,0.6692086528946746,0.577841320914461,0.5305521847338492,0.3927565079039142,0.2617742996162913,0.5435670151110878,0.502464058303036,0.0,0.44390193876528844,0.7143062996402174
54,0.6410505004557321,0.7385157408358944,0.33364181408160937,0.5644258045193624,0.660030857090462,0.6063502480217593,0.17531301812460273,0.28727077305483695,0.4482439932267746,0.6527973981088433,0.0,0.7259099183622313,0.7770509899891744
55,0.7055192098365326,0.7708327818789789,0.3486847466645539,0.4389761098691379,0.592175246508025,0.3975744608110421,0.15039943523358296,0.6598292077895729,0.5922130618785433,0.8308381459323848,0.0,0.7159290426886247,0.7273365525524444
56,0.8404909148483279,0.33150386878807314,0.5160187546687619,0.47684864630984675,0.79637208581756,0.5404020954005555,0.348967783747939,0.6005889347053315,0.6015971654172028,0.5991306394010179,0.0,0.4078465892665723,0.8066904128763808
57,0.7674788779760406,0.5325845905335216,0.2899657168210552,0.33352796197769613,0.43038394663253676,0.28705835506832034,0.04557316697297145,0.3963426424463905,0.7790791562282242,0.6961738040310061,0.0,0.4517695438943355,0.09570589085941289
58,0.8101940188387551,0.6881194339837977,0.4265237587123939,0.025421889887385474,0.49592736529944914,0.28466235567030385,0.484502393502187,0.5305326598466791,0.6057204260435762,0.6608452817372537,0.0,0.5279940152155509,0.6071128839845237
59,0.5370316881202802,0.29426039022581474,0.5845815271542402,0.8444812981345919,0.6254180996347918,0.3802069961137271,0.13001401645250732,0.3712631692108297,0.3220150892843356,0.4015324274517514,0.0,0.37967785835339435,0.6619426283878027
60,0.4476201740416357,0.7074310024725383,0.15551889509853797,0.4672036539043087,0.35288431920603647,0.5682307860242897,0.3126624867430452,0.3715059312560336,0.3786293416302578,0.7757534095798548,0.0,0.16630853170889445,0.6392397694694756
61,0.5486914495950596,0.4942223639454735,0.4371263898302409,0.7704018497965628,0.4941398496747682,0.6278974438348088,0.308386576355306,0.5154168954188312,0.5213052691509747,0.45712554947944767,0.0,0.49067117971759866,0.33366449543077265
62,0.3304290225350156,0.6190638890513922,0.6531238373728121,0.6666963868002891,0.4412861890764499,0.8561797655253085,0.025434849065597995,0.5605535066694141,0.6618571007944607,0.39724716576038804,0.0,0.45365402972671776,0.7462868180811224
63,0.8764734441232657,0.3586146427515162,0.4614645748928216,0.3697488397568736,0.5291754684660619,0.6457263129275497,0.3163607566306617,0.243131040272194,0.4202847071081602,0.8294339763438887,0.0,0.3600460530775493,0.18531195855377175
64,0.4244080066300274,0.45839869870893857,0.24740771438337167,0.3203253974928901,0.8056796823343733,0.4023351510391242,0.5042367357755433,0.3055546728806351,0.7190469667898094,0.42389118373594165,0.0,0.44716685364279657,0.07796828785953352
65,0.2509503305126663,0.5536396843870124,0.20124202331523797,0.5294700910066124,0.6622104027684903,0.5756188240111297,0.12610048077111538,0.5292078034585255,0.17260202393864538,0.7078705513245267,0.0,0.5621038375851521,0.4548013598794039
66,0.7994250002972673,0.6076395485990673,0.36599045037443834,0.4531398520818071,0.3877165450579363,0.22874580848439585,0.4908635753347681,0.7277567603368724,0.4168208558157627,0.7013902352785113,0.0,0.9532940654540369,0.6484069264332479
67,0.6047860160109558,0.23149210895128736,0.34749314602662146,0.3410968917867752,0.5773307783672308,0.5245883711031021,0.253959471518509,0.5178155937264255,0.7005225345250983,0.5332580050611022,0.0,0.367107624536163,0.38501329855526084
68,0.44870864731131954,0.16677686105514855,0.7164283283492376,0.47141672132621976,0.2799364609432182,0.6591190053934632,0.05602340795041871,0.37317673554327024,0.8666021255930865,0.09505475990041334,0.0,0.7672345760509977,0.33787009831487363
69,0.537405331637835,0.678759884078044,0.3621817789870476,0.34797651296578264,0.5596647500853116,0.4750112315352253,0.24295709496464654,0.27047826892878524,0.38630071222406365,0.24205021235265767,0.0,0.3463796240911599,0.17041372170969554
70,0.6599238256012602,0.5942044109974383,0.5813097904957706,0.7496150515854003,0.09634193086530907,0.5148410986772669,0.29898362237307846,0.2509376215912744,0.05883819413311392,0.35227081203182625,0.0,0.3743358495198494,0.8654818207829484
71,0.3108884591660174,0.5914066009641141,0.030959231053461815,0.5011555253381565,0.5372769338775145,0.609137088171561,0.665416634633794,0.45048944011931935,0.65207643044547,0.25288358768938046,0.0,0.536030212318368,0.5143013223047763
72,0.4197414246540365,0.3892000770733013,0.6908802391866337,0.8383953349908797,0.5328133139392914,0.5810956963748015,0.6708666001784904,0.6228406299567024,0.2951961056178433,0.22181196120285823,0.0,0.32832796000149994,0.5982720820611622
73,0.7521997206980624,0.7455861529152719,0.5099617495911075,0.5453933652961789,0.1835480289365896,0.7854057570391937,0.3032817393153963,0.27500133287560447,0.7702897118890717,0.5046263690365347,0.0,0.36699941338224945,0.5833575066062131
74,0.538749488092761,0.5324304354831035,0.6276843091700922,0.5733570517895179,0.5300233590243928,0.31949006615612263,0.15146853383250203,0.15629179204196175,0.2343398331166226,0.4361986054003462,0.0,0.6131196641512494,0.0
75,0.3902799213255626,0.7087129943369597,0.428816621328907,0.6600470693769258,0.4884809064299884,0.5871348902447255,0.2706000940397852,0.4237902639047735,0.6388533876345317,0.5502679711587461,0.0,0.32995575283498524,0.4219003304507069
76,0.2984950157925793,0.4919220744896391,0.756256313076335,0.37483795178707796,0.49699492782253496,0.5273540118524151,0.423901385325527,0.24953653193991565,0.6210153114400185,0.4786716982026536,0.0,0.6677594554679913,0.22328895742411387
77,0.5061830222660897,0.44664869331822743,0.06217682410653893,0.4557467924439113,0.6202886392578162,0.6040114572412878,0.6066521528689902,0.6535091477572128,0.08375859106700584,0.7631360977152724,0.0,0.8409876724688266,0.1295575251954864
78,0.803274765820854,0.4400570989181505,0.38528688752328516,0.5230741070821525,0.7619224193687015,0.4771953594206635,0.21981179600194148,0.7149560782108701,0.4524615306829483,0.2702514698262451,0.0,0.49438056483478976,0.3742513785748845
79,0.4922177293583284,0.3887954607076738,0.2326579109743381,0.7428294279767864,0.5182176025653775,0.5965034636003113,0.15531614045339817,0.24422147155354557,0.26972026369210705,0.24443605476748265,0.0,0.576652368436707,0.3957922371323553
80,0.41717802903844603,0.5459281567499552,0.2828381711483292,0.4764985242393441,0.7118064863230966,0.6813485851538679,0.33872478946570556,0.40326627624109745,0.32315903149780806,0.42750541765733513,0.0,0.32620272212506624,0.31174908968514675
81,0.6571953115417232,0.14816809158129285,0.7928639077831486,0.5295577153083244,0.6403327644000434,0.37588843464675703,0.004872728733688778,0.6071608314092285,0.6542003601022159,0.5319636916687838,0.0,0.4163302902300882,0.7637941442959555
82,0.601621817218949,0.2575808699497726,0.6820817474043107,0.7081418265645747,0.6676684866670364,0.3181860757017503,0.36734132795351787,0.3863316726546393,0.32529794629740555,0.299974655222837,0.0,0.15032081670741457,0.5254400848748997
83,0.5034931748980258,0.6079788123787058,0.5863374728347701,0.42404202068610225,0.34522882385727693,0.5515088164935273,0.4309921562693233,0.2952827340818174,0.6785826432504469,0.5818223518268069,0.0,0.6301918908749773,0.6591143079654025
84,0.4935274659111315,0.6204400855052485,0.16686799963280913,0.39914907999269494,0.3084572766858047,0.5824337808784836,0.7663867462585526,0.7843025101309569,0.16445429699780306,0.573097334822507,0.0,0.47532310680903034,0.04734800076800699
85,0.8081227087842481,0.6142768885208012,0.5918514363422694,0.4234858053276273,0.7562290035360071,0.5281232183695699,0.2249278277021187,0.5293081408377582,0.5375509937158525,0.41523991894406037,0.0,0.3440949254492894,0.7166131115018415
86,0.11715404121033897,0.4373329644158499,0.6474324742723409,0.6001743672421729,0.4299271576619488,0.8267620277373484,0.16560900084515223,0.2594945646930884,0.4941274856776737,0.35362074533666327,0.0,0.4553224250356286,0.5169995915433021
87,0.4173591045386623,0.6262395241699119,0.53189339308606,0.6445991196201255,0.5120977073824067,0.357036058124361,0.14520424578921365,0.4373945796747045,0.8021390208394035,0.5064328116722168,0.0,0.4039247173566134,0.9534077667525023
88,0.5777774785913858,0.7634679929133243,0.046293183721571846,0.7001511626601016,0.6554527408720983,0.3862189575271915,0.7599460693042551,0.5591457923582346,0.33864617854211604,0.767201795662416,0.0,0.6518363943456942,0.47692052786141254
89,0.686900985352076,0.2450733382981749,0.5928647386791,0.44195306660039674,0.31772026627398975,0.3088834308261019,0.6577102145479256,0.662386796955523,0.28677486906251165,0.41536342948416577,0.0,0.7307513070901687,0.7347625671068871
90,0.3397162014775601,0.37682414444416334,0.5780435554377048,0.5379939039959385,0.47717806387834805,0.7238724070982556,0.5099303583943641,0.11849908583137791,0.37410535849848753,0.15480958595446426,0.0,0.7938722451569801,0.1821436807264905
91,0.3190110807946332,0.4852719130098917,0.27523238050587595,0.634957415288002,0.4672142744807444,0.7566875173956191,0.60952180508741,0.664213255816096,0.5483536032956304,0.5664275307692543,0.0,0.746096517787576,0.6188106040494028
92,0.6249510338455009,0.5354548297134665,0.493757152427898,0.44319736635008583,0.16207597039978205,0.3623432423522357,0.3104627009818053,0.45214337280577643,0.4905776759146198,0.6900741170094309,0.0,0.5067733139166818,0.3563220234688333
93,0.7706374589358386,0.2515995671970792,0.3380848598583293,0.18101983246118158,0.779831350379443,0.5160376472195065,0.17796007408911402,0.6908642785469863,0.38292431654363107,0.40431538573300957,0.0,0.5441665433113052,0.17190545439524224
94,0.23388974651735156,0.8543588371036233,0.0736653269024302,1.0,0.4482177866832755,0.4725883707475129,0.0026236411237793994,0.4622772327240585,0.10794946069819128,0.3504704464497648,0.0,0.5336079860329297,0.3033720796999086
95,0.6818414736798118,0.3692453906188131,0.8118311743601869,0.6061514459359574,0.4225071335927324,0.5825456869535088,0.03705957631463522,0.3405652460957511,0.7480220495233212,0.4690923032636329,0.0,0.8588793437409836,0.3677780238187725
96,0.43369043849333355,0.5932673187033988,0.15018563847817326,0.2871899463013174,0.46938436439636044,0.12905195235058597,0.41246413460590625,0.5650632216759921,0.3284039886428573,0.3580524388735537,0.0,0.6642107020315469,0.3639568809101003
97,0.6073162897374139,0.5952288112046817,0.6410143562905533,0.2340475351011581,0.4796391374506237,0.7777314877300046,0.3473922883939832,0.24839140542861982,0.7373984654092265,0.3118416075153953,0.0,0.6828374255450509,0.19268807998619347
98,0.3407165941780915,0.5148845526077324,0.5464078051315063,0.721748082597991,0.40538136917070755,0.6250990148155204,0.26623532915014564,0.27258334030128273,0.8271357646065529,0.3630356743538096,0.0,0.10475285157623898,0.46066302328372327
99,0.7060218082651432,0.3943697583631085,0.209390358580561,0.48200867573136935,0.5496963516148474,0.1384929083998937,0.07276621811078168,0.4092286062363013,1.0,0.22974462691165165,0.0,0.31795092665569025,0.3611326065800376
100,0.6276715514355058,1.0,0.41991676732540906,0.3866938985013108,0.5952548382525977,0.5267433618638053,0.2882569431880361,0.22538979140744209,0.5574820432729402,1.0000000000000002,0.0,0.325937380526309,0.3250892390343651
101,0.5349481507221205,0.5399537638822407,0.10568712524384741,0.10433410807625021,0.10434854566905494,0.5279901057886534,0.5954137887093085,0.6095640772963544,0.46826261897739224,0.35370439403064485,0.0,0.5204954400780688,0.23616937924228282
102,0.7138772354317863,0.26561032333103274,0.4000524931762986,0.5832681575920835,0.9502210049148454,0.19496612648747003,0.2721175996421606,0.40963360428757545,0.44938976386530544,0.8087317023824652,0.0,0.6928849110112607,0.14527201623854907
103,0.37525909359098386,0.12246946831577166,0.5443454410127786,0.5098519332964813,0.36214349348314534,0.46474811180131037,0.3714660679730667,0.4407025856587441,0.48020113824058247,0.2107326455670529,0.0,0.672589661565547,0.7329983861582849
104,0.3923191505578494,0.6187891624798043,0.004569730639494779,0.1519399437863912,0.5161105934071897,0.6490578672041896,0.08095012053483479,0.24553341655572902,0.46506364856361576,0.5120503610176175,0.0,0.017309389924907097,0.6944648919909366
105,0.44911121362350226,0.5614775876199918,0.6469479318435475,0.4303679224052476,0.5644163626941394,0.5126258786238547,0.2685319162895356,0.2897060224635797,0.49803866311210415,0.29411811786775705,0.0,0.5677146661091982,0.7435855445659554
106,0.37837701058184536,0.6239767942482413,0.6120232871096969,0.48939441399764744,0.6525031345793137,0.40833650227927554,0.5398949070890166,0.18781683528455906,1.0,0.6486142045310404,0.0,0.5318336121330756,0.6947782541786918
107,0.9404669596754913,0.4707655361427747,0.6487163167885328,0.5083105864131838,0.9042084240568813,0.4105848187969334,0.5218620340126698,0.3921158492286305,0.4721498659754724,0.6990177656020884,0.0,0.7489728877863464,0.8102779986051223
108,0.751623865386062,0.3971139633216989,0.4366442307691073,0.47960771018007525,0.29057311537954256,0.22940691986011208,0.06126049562342562,0.79444131527671,0.8388503206340261,0.44982240166856585,0.0,0.4844486745287525,0.36581620785263275
109,0.644443400992662,0.5913001173341526,0.5810096589393354,0.5564729105148876,0.19684523761597306,0.5825327667605047,0.008584639291339296,0.5054008278861004,0.5921808431544755,0.4640062662432391,0.0,0.7152474777269281,0.3010554502649054
110,0.6123462273585395,0.5349088202655343,0.7598816237139293,0.38375010921210956,0.672060014430345,0.7413390395570754,0.057106306330943726,0.6750274799283731,0.561150567390351,0.6389290608573635,0.0,0.26784632488758564,0.8467626282542358
111,0.6376584992534452,0.23165639329705812,0.48299088104604315,0.7560394144887623,0.46200610137694365,0.4825316733873739,0.06640750973837205,0.5528549534213147,0.5363174903096686,0.3003667659451888,0.0,0.4754639635926308,0.3791742141625461
112,0.49688516772326163,0.3409941844947779,0.3355595915144108,0.671251480467274,0.4484324662301933,0.6750328851702883,0.25421180062731374,0.18909217888768337,0.4525495911174921,0.40615338360330383,0.0,0.3162217958105896,0.9417195150214062
113,0.5349800615411179,0.2588837974012179,0.6685068469225236,0.8083495505029805,0.11270784090325914,0.5909618444220421,0.9207387805519271,0.4589209106372283,0.13493780674762917,0.46914293190411155,0.0,0.6827593399473226,0.41779182462428927
114,0.5441641819286889,0.6203141435487396,0.6424279351812957,0.7343252422930133,0.6051706479528793,0.5449489070020421,0.6167895397701322,0.3387448616855342,0.598656232546833,0.4219183079872609,0.0,1.0,0.7822065068694639
115,0.6719466543652944,0.7768785987409244,0.49402940573501647,0.7468833604089529,0.5602828678308958,0.42634350774487806,0.573732155228515,0.5906281618767708,0.46696759402204485,0.2769225756956909,0.0,0.4758099803963418,0.12094723002060065
116,0.64689210893914,0.8920052486406043,0.5169072583720874,0.5610548945481186,0.4449729890255918,0.21550856129887808,0.20255746187673276,0.2812392730380675,0.6987213075464804,0.22224326126299548,0.0,0.4102730619241693,0.7207322660521471
117,0.7432466250769155,0.42736352405995337,0.35544896331203535,0.4414150531861171,0.2984109897995604,0.32252283609930243,0.2782123577184858,0.911917408561195,0.5544314142649907,0.9101306116883809,0.0,0.5193343360884595,0.9999999999999998
118,0.7101265548251438,0.5902701262166588,0.4170352907580881,0.5643229659591811,0.6339984498608748,0.393834785150482,0.22392515675501062,0.40147830827263453,0.39753712585168915,0.3212300725512181,0.0,0.4237931275250858,0.5371117162943726
