,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки
863,0.6518177992919917,0.15148853148281946,0.03172412146003158,0.008809428336481951,0.06508236412159338,0.25906036783982195,0.02365212838520467,0.6890852485928985,0.05529164118419135,0.030957468136162975,0.0036275184018433946,0.018060310818255435
864,0.5826147272379824,0.36519988484968635,0.026089889334828583,0.006828618862314037,0.09216751199445262,0.1924987526735489,0.022707203795697007,0.6896602504245452,0.061519988345660456,0.028336166488772255,0.002856937837643893,0.012980901008553706
865,0.6566375074329994,0.3583735773905659,0.054357356867669085,0.005994240317266159,0.11270395850750917,0.046568535044869304,0.021986387992899786,0.6454400307418366,0.0648279485086397,0.029260384458843228,0.002387533989433805,0.019832577046157197
866,0.696234608677462,0.2699309206903307,0.03597124193658039,0.006780237789777025,0.09246241978113366,0.15416464417492462,0.02632375348694109,0.6323539517116921,0.08204579330164263,0.030743446931075783,0.002764960574206972,0.022134866184176365
867,0.533894637460412,0.15237935003515232,0.04759542752377638,0.005696979168684086,0.06917547238976211,0.09545038590459898,0.01961168915057073,0.8197867585858546,0.04893222997212829,0.023072137576900274,0.002278589679013065,0.013282348963866349
868,0.58052652215447,0.24975371611276767,0.0316326901298737,0.00533561752731387,0.09588970405301923,0.07882474945160298,0.019984159912494158,0.7596644244289481,0.07556686771319378,0.02655546755078723,0.0028532601769750026,0.01617640743582399
869,0.4639446468210661,0.22352895195715508,0.028925697381940903,0.005420434652016463,0.07147177744218529,0.12026284250017143,0.018153444976292905,0.8431289180673001,0.049120499838051654,0.02189252109510981,0.0016504144086433765,0.016185768050793095
870,0.5757850426384707,0.3407644381868987,0.030999050849900105,0.007239377886595686,0.09628816742295812,0.12426137824188035,0.0210025651431265,0.7212516837240949,0.07128918132533443,0.02522213632672792,0.0013689558957370343,0.016132411300261884
871,0.5492227054013049,0.278348522674766,0.027052753391383706,0.0064674317284671625,0.08544988030299266,0.062358847717637195,0.02138852546217583,0.7760328818536687,0.07098368445649714,0.026806341457428762,0.0005252028984778014,0.02169079864296422
872,0.6192141173624316,0.39042574723655565,0.021188216052444607,0.006410179385015824,0.06531554571120295,0.08080210030098679,0.021275115270281923,0.6701331018829647,0.048746507658296113,0.026244544276234353,0.002036412291334909,0.016010373911635026
873,0.5979288156705896,0.3309481854462894,0.020545590346718625,0.007582933786238096,0.10430979238029701,0.03326508501432332,0.025158486959110025,0.7152938519113777,0.08191274262470516,0.030260795806322335,0.0023853049650311075,0.024049162364721564
874,0.484829680538321,0.1758976683588922,0.030618135691025537,0.005178462364221008,0.07928112066302444,0.16718206654521237,0.018609565829181662,0.8339693467259138,0.0469425204546151,0.0226497509889436,0.0022841876332804125,0.015084720183511466
875,0.6139520643049068,0.24100085691968318,0.03730281811660131,0.0061212292602318644,0.10069418158849162,0.09104615639559333,0.022909757635790517,0.7340543801086794,0.06694832125019264,0.028439067319837738,0.002238158645741972,0.02161484763780372
876,0.6280263839423734,0.18061854344541944,0.035298401141461454,0.006911261119221475,0.10184470771057101,0.26774202665287716,0.021322157991630952,0.6952536994017915,0.06806753070630711,0.02768973737708586,0.0020017899706308473,0.01927860080061116
877,0.6143172319130042,0.36557391920433446,0.031791796222745146,0.005900960487222843,0.0653866028217975,0.13680293184335432,0.019499701509445234,0.6778839880218722,0.06427982824922061,0.02632821898764684,0.00251462797392145,0.013990145711187632
878,0.7299160121945236,0.06198479793210531,0.05136681426248171,0.007048614297838524,0.12029196464570073,0.23649353049693814,0.02609708887229846,0.6205970602000307,0.05639843246298119,0.0317937182589127,0.0032598892677187788,0.016398198424210857
879,0.6682186637068496,0.24739214763423809,0.04484004759784002,0.006666060751948418,0.10552517838170702,0.09996138539984098,0.02679236037321087,0.6769482178347785,0.09269521988545222,0.03224246759998373,0.0038582813580546145,0.021781819002157952
880,0.4865697381485182,0.1542600234777022,0.035233483615974365,0.004719060907848587,0.05508024384051842,0.20252914819651607,0.017269961202033585,0.8308744867471057,0.052971803231489124,0.022460535454203002,0.0018836442808245445,0.013171106520974047
881,0.630099203507365,0.29979342626072036,0.03223818840091701,0.00766897513607921,0.0988783158904412,0.043342925989633733,0.022796404801162296,0.7047684365329653,0.042787323145752655,0.029472766620196444,0.0023774218907719837,0.020542015930904208
882,0.5381445026142475,0.3716994239455621,0.03498597266220447,0.006082638787540889,0.08494909183421384,0.09119861435211409,0.019789586403513647,0.741852722647995,0.061441260634582565,0.02473743290090512,0.0017454083902377028,0.017843063863876397
883,0.5938974243554547,0.12636819927719548,0.0354569822914781,0.0055597050607140526,0.06523461139221762,0.1618904863093469,0.02106209550720437,0.7702697494314548,0.06977207053628152,0.026491353935015616,0.0012700466926999039,0.015300004106624661
884,0.5818427997494313,0.012176104792770604,0.0435873213949636,0.006043635760804403,0.08405238359513527,0.013604174582206502,0.02465404683177964,0.8037952468002704,0.06578943955583523,0.028872641925184718,0.0013116073497970006,0.01631628179434766
885,0.5682098361926626,0.32978441052813956,0.027996858198983565,0.0062383402888878565,0.0823545290232256,0.25673771378755406,0.021073308798453864,0.6977120399497909,0.0820028467680479,0.026026669057536075,0.0010527777348678642,0.014540418858363215
886,0.5436358867589998,0.09122573385836558,0.038135459932481276,0.005355684846100241,0.10183734899329983,0.05774479212390549,0.0215289698224025,0.8216118067591683,0.06804959395790573,0.02565353499992517,0.0016255957106166572,0.012191536941183507
887,0.5808248866471561,0.11902231079835221,0.027346722716266186,0.00623634473422038,0.08817275777643727,0.2087007317856184,0.02045163665644722,0.7679186864999777,0.07280866017464657,0.025574609175198187,0.0017850597227133105,0.01682997611216902
888,0.5547164075346381,0.3128963827993253,0.02491774110567381,0.005560237943351103,0.10135419779911216,0.20671698411430428,0.020402918990176825,0.7277199759001747,0.09824441522846677,0.026176576062880024,0.0029173809510881416,0.01976952314318313
889,0.5065096513803418,0.17469161031818445,0.027828589069574985,0.007326996911468965,0.07242573605477953,0.14029153331916056,0.01873617976360634,0.8242312363002815,0.08159490864418877,0.024020554080937145,0.0019943354000267802,0.015120472599150312
890,0.5844830580873517,0.09100353875274955,0.0317069895557281,0.007420112563539956,0.09521829114960467,0.11576460067852502,0.021615638903634625,0.790198261978257,0.025287585983319257,0.026936670086181027,0.0024840758674827945,0.0178271656384581
891,0.5507990350397466,0.32624851802580973,0.037734619299527636,0.005896795332835529,0.07047685902586978,0.24017576401070806,0.01887135158246196,0.7227543406867872,0.048641359301180534,0.025238798382049735,0.0020188990041493933,0.018309803284656027
892,0.5952244645019151,0.2634433505037981,0.03991551604541405,0.005273263815248691,0.09238650151885489,0.0398363862816121,0.021272117177722497,0.7477304753577575,0.0627446628193744,0.028474146580291387,0.0027668703673881623,0.01592126914066526
893,0.5773920277425703,0.2275433309905488,0.04313221432642376,0.00781045033910749,0.08696158107046251,0.2162187467308611,0.023032808439765805,0.744472314988233,0.05222030918117621,0.02714309744434169,0.0017297088375281499,0.019286948505002458
894,0.5604959299876168,0.3172978063265015,0.034882422599324975,0.004584395774519515,0.10229938777293796,0.0809612254307386,0.020348577449453915,0.7504631092305125,0.04963332498000862,0.025979363904287445,0.0020625547679648313,0.012535484233496546
895,0.6467948409239206,0.35809222805607366,0.03172906337375849,0.007572008661090291,0.10962222128814722,0.2789954558731161,0.02425895282242474,0.5976174254416484,0.05837699496077869,0.029256525521170224,0.0022817014205201306,0.022421360644785615
896,0.6332443665575022,0.16256500697244577,0.01656859451052883,0.007833106638858915,0.06700366764260544,0.05910806501890896,0.025213915457369535,0.7489164563705546,0.04066064989506343,0.029160945722191887,0.002493489704034132,0.01528375504253936
897,0.45568931341392666,0.20432100384599536,0.00966915736940807,0.005241483705921522,0.06728924042458383,0.0363244461210861,0.01696426194217533,0.8620681125053886,0.021132588391656278,0.021005123070218915,0.001362682319292147,0.017118085080942744
898,0.7303502189626905,0.18394507620729567,0.03123735717757205,0.0071890818516678915,0.13005721349958704,0.11812842663575897,0.026057273371909367,0.6298988192800131,0.044398020714834466,0.03160954744618003,0.0016676246629489088,0.020771964883453595
899,0.5803404338369053,0.26143730627143247,0.024847317017400082,0.005634746242703999,0.10335199620383488,0.1492869649323623,0.024320317429206026,0.7426168018942396,0.09039495792281331,0.027508635043201335,0.0010693966343803905,0.015421863469061303
900,0.648770318751415,0.35659421462678575,0.03477815839874481,0.007689007139615146,0.0923511553409625,0.10989844769774709,0.02374904887883284,0.6502255553997583,0.07332602281169054,0.028608069757211654,0.0027645487839950034,0.02241726000519223
901,0.7371989883102834,0.13576773118274726,0.030343405518270694,0.008788265845675413,0.09596876845152778,0.17192499814002365,0.026967217426168522,0.6222443980052591,0.09374506896021152,0.03428496029314132,0.0017987300564769845,0.0213648279680046
902,0.6357221557731836,0.24680034152087177,0.030176716393168622,0.007254984040144217,0.07813407781614207,0.14530918600557718,0.023526238143298333,0.7067373181587141,0.07470715921306763,0.028385559104460386,0.0024234133200531412,0.01844115316275177
903,0.5489167581604625,0.03895257020516455,0.013484637155234173,0.00599668372304217,0.08420467860103467,0.30233618911478016,0.022910834054481067,0.76692149166685,0.09428402646597692,0.025697720788347634,0.00280831584425915,0.01436931618323117
904,0.606303900458763,0.2817279298518874,0.040086935453210494,0.007268146145739091,0.05989274791015045,0.08593209223922951,0.022343709143737452,0.7314342993438289,0.06037369092652697,0.027811099273208698,0.001710539377876016,0.021839377735124052
905,0.6767651419765964,0.25647427674542667,0.033809883513258795,0.008390015808862727,0.07448057365439181,0.23796531893407386,0.026175965473392574,0.6343636500330838,0.09182333149071581,0.02987330528668789,0.003791631598411487,0.019514144122327295
906,0.6365907887808625,0.046157532461979255,0.047327767932251553,0.007061940222995693,0.10358134479588613,0.1980209632110285,0.02357449742356933,0.7313181519127132,0.06204853440738093,0.02920490603460084,0.0009104232331011669,0.0174554313499701
907,0.4951672061711265,0.21940759040967184,0.020371863994116477,0.005939362643006566,0.07445148141131683,0.22605519179118044,0.01926257555581371,0.801175278436681,0.08072718089320835,0.022733274315640237,0.0012571214380685907,0.016951462075406584
908,0.6116815302445358,0.2715950187454477,0.0452826364877268,0.00725526353651917,0.1050750975393359,0.21111123436627582,0.021758510387776098,0.6993488252967908,0.06188524341534871,0.02672862936150238,0.0013671534818096745,0.016176576537854523
909,0.639717552387492,0.22361291559893987,0.023317884570412426,0.008215272393288797,0.07158519918279524,0.13122010813813462,0.024898726610155655,0.7143966593329083,0.07423008215153583,0.029044783388487126,0.0024270612243952345,0.02149922240959722
910,0.6459609504677748,0.07499735269601408,0.021645614974089067,0.007816153217707636,0.07895027284982933,0.1491694738727748,0.021720214143762413,0.7365459215764972,0.06389518389538208,0.027688093824176228,0.001966666881261739,0.016455698265371833
911,0.6281000715246858,0.22562881717609384,0.043858079060695485,0.007610637679577875,0.09923506652429305,0.11598831229494558,0.02200087454383387,0.7238160015856927,0.061439897128169906,0.027480068472250912,0.00225398340498508,0.01925769697456475
912,0.6433870907956265,0.1702035245032172,0.04108237048971239,0.007497748700947308,0.1057915936734485,0.08779646334252716,0.023200450956918542,0.7292717951386907,0.05224673320064379,0.028982903813078352,0.0025039802883835937,0.022093938215893994
913,0.5858309634755587,0.2977346389058309,0.03478149514349546,0.007931669274005813,0.0903207935284825,0.044718630097514235,0.022493227463956447,0.7438096672471194,0.04467427789788927,0.027869393211259107,0.0033490677227013045,0.013543441782725747
914,0.5245995432743387,0.1488051284905055,0.04431646858782419,0.0066490648968904826,0.08322082891766493,0.19984257870233502,0.018087792672266532,0.8075096572508361,0.024978959466920383,0.02311218477532959,0.0019404449792351695,0.014850226465087787
915,0.5094280241702666,0.120296205463751,0.0388012188226278,0.006943569883981394,0.06555044547374073,0.14880973130134525,0.021546027716574982,0.8338230212953305,0.03717525254569245,0.02524141536898799,0.001709713073752732,0.01642719213575146
916,0.49947274541449127,0.21144332143810568,0.02784670024237185,0.005331623411017068,0.07220805811449826,0.028130530228528638,0.01808538788186838,0.8324440725850012,0.0705048800822444,0.022731016751510645,0.0018295463731412582,0.01510971152939166
917,0.5898930967515252,0.3424196709071834,0.035252278878253426,0.006985501240963701,0.07439651506327163,0.2254710910894963,0.020081008355933513,0.6881683153857948,0.04576901636202975,0.026081923724103465,0.0016867260292679237,0.018829146827646706
918,0.564661729177618,0.2108547178145425,0.03279993368722091,0.0071842156178529475,0.09997681458439138,0.23211093353491358,0.02283482614732393,0.7520800196099144,0.06613820541295674,0.02857716978755277,0.003650091510358974,0.018684133768958524
919,0.6668218037203897,0.3110020031193788,0.04068131627198012,0.00793285940126228,0.07725321896411334,0.02933470006482399,0.024811028539253193,0.6688312657674409,0.025855533512901464,0.03060910160166946,0.002253010079747462,0.02277281152906403
920,0.5752951017862724,0.08722272198375898,0.016474721901642952,0.006256466541456903,0.07096928106678864,0.09976279163702698,0.02032657755644417,0.7985233332411957,0.08460744088727172,0.025457594651300028,0.0024286885992227266,0.01621231481845888
921,0.6533084127363799,0.3252948100643488,0.032929867776404914,0.007088845074714479,0.09555394237352369,0.11911295718274313,0.02307403697705147,0.6625697532841337,0.0469979866043514,0.029020522858539972,0.00106758462020749,0.018305562725100484
922,0.5176279728406312,0.27140300967332404,0.034423536898123254,0.004835159249531269,0.0547884251381693,0.1974972254497807,0.018762700835329712,0.7814733241396655,0.05774168713893024,0.02363388749829961,0.0014862219818375156,0.01545757464438932
923,0.5774252031778948,0.10774751845906305,0.028817967503524073,0.005422218416526647,0.08406824501907163,0.219870255564069,0.020394271182792578,0.7690909807328393,0.07500769540966797,0.026037358187302878,0.0017580296363750468,0.021823844596462753
924,0.6795341446152965,0.03493342957316279,0.04867203836438749,0.008232897934529583,0.12096325905363435,0.008880410625657054,0.02541142284855817,0.7159843889776816,0.07217229468234243,0.030676240688054673,0.0023039300653758484,0.02075371080958625
925,0.7170593868213659,0.28138816096402963,0.03988186125658576,0.00791872684344466,0.10092503316867772,0.097278164274756,0.02800768057211883,0.6147949905307594,0.07044487460666339,0.03361126048526133,0.0023273901485962555,0.02212332471319825
926,0.5533213918603549,0.22697829473032904,0.03958150655142142,0.006385798986133617,0.06333814763780812,0.09854163471443907,0.021279403747501317,0.7892507383851127,0.05267468417182903,0.02602028776184005,0.0020351475528805085,0.012699669460639523
927,0.5520136505038199,0.036218436517576585,0.025483145812797176,0.005205298745338822,0.07178191054878554,0.14094078410124852,0.019909613375785427,0.8150285132005742,0.05212943877557743,0.025070945707385852,0.001933067826607835,0.016064988682299886
928,0.6473997438859923,0.08409112183604311,0.027568573028603535,0.006678486252847133,0.07846220499823804,0.050449859883493556,0.024880757032806296,0.7413658787167029,0.1134211185358338,0.029653097784322995,0.002412302842213589,0.01744209656982981
929,0.5738380946260359,0.1745478492052206,0.027071104332462955,0.006628374221137514,0.09201182811864618,0.2300858265460954,0.021776080593407212,0.7584265284496268,0.036316894439983045,0.02630470281117838,0.0037519279105757545,0.018722111288630754
930,0.5548293646968904,0.3325669208360417,0.03941684749107238,0.005419337545164541,0.08520092965210427,0.18970174359647393,0.02003398246717686,0.7270603483984474,0.08259065642402677,0.02452809122045202,0.0021982763066526424,0.016994862165758722
931,0.7084670008763401,0.4193848780427053,0.04586640773543564,0.007942835878597572,0.09668204794938431,0.060004601274639725,0.02650508762586983,0.5469408192411266,0.07781898035784117,0.03127678156230446,0.0011088011878369268,0.013928622943841625
932,0.7024353230717774,0.08304171491744877,0.03996777489935173,0.007048319223834133,0.09215934075120065,0.22039386831681915,0.023356679186348286,0.6566300672579889,0.08842066211252222,0.030990428997318877,0.0034635696240628944,0.02180805330016119
933,0.621283272077984,0.10783300867170302,0.037440602697032505,0.007335000798516266,0.1224791441169082,0.048802077062076954,0.024214544083236467,0.7591883121990678,0.07433703360777955,0.02856510067655879,0.0025172530970359406,0.01546673884239587
